"","DGEOID","OGEOID","ny.commuters.OSName","ny.commuters.OCName","ny.commuters.DSName","ny.commuters.DCName","ny.commuters.Commuters","ny.commuters.MOE","DPop","OPop","DIST"
"1","01035","36047","New York","Kings County","Alabama","Conecuh County",13,22,13228,2504700,15.9645184157861
"2","01049","36029","New York","Erie County","Alabama","DeKalb County",20,30,71109,919040,10.872343154828
"3","01073","36047","New York","Kings County","Alabama","Jefferson County",41,34,658466,2504700,14.7557862981806
"4","01073","36055","New York","Monroe County","Alabama","Jefferson County",17,26,658466,744344,13.4200387776183
"5","01073","36061","New York","New York County","Alabama","Jefferson County",28,32,658466,1585873,14.8063619382871
"6","01073","36087","New York","Rockland County","Alabama","Jefferson County",11,19,658466,311687,14.947576048979
"7","01073","36101","New York","Steuben County","Alabama","Jefferson County",9,13,658466,98990,12.9002404590403
"8","01083","36103","New York","Suffolk County","Alabama","Limestone County",4,6,82782,1493350,15.5550933091363
"9","01089","36001","New York","Albany County","Alabama","Madison County",15,25,334811,304204,14.8186369819939
"10","01097","36009","New York","Cattaraugus County","Alabama","Mobile County",7,10,412992,80317,14.9772984270865
"11","01097","36103","New York","Suffolk County","Alabama","Mobile County",18,28,412992,1493350,18.595767771079
"12","01101","36017","New York","Chenango County","Alabama","Montgomery County",6,10,229363,50477,14.7585803469229
"13","01101","36047","New York","Kings County","Alabama","Montgomery County",15,23,229363,2504700,14.8674493644589
"14","01101","36053","New York","Madison County","Alabama","Montgomery County",2,4,229363,73442,15.0126036559777
"15","01101","36081","New York","Queens County","Alabama","Montgomery County",29,47,229363,2230722,14.9724667960578
"16","02020","36005","New York","Bronx County","Alaska","Anchorage Municipality",36,63,291826,1385108,78.0278009320121
"17","02020","36047","New York","Kings County","Alaska","Anchorage Municipality",10,16,291826,2504700,77.9902528769722
"18","02020","36051","New York","Livingston County","Alaska","Anchorage Municipality",3,5,291826,65393,73.7559190585347
"19","02150","36119","New York","Westchester County","Alaska","Kodiak Island Borough",15,23,13592,949113,81.2533600658769
"20","02185","36061","New York","New York County","Alaska","North Slope Borough",21,33,9430,1585873,84.5244895099552
"21","02185","36091","New York","Saratoga County","Alaska","North Slope Borough",22,30,9430,219607,83.8645989566794
"22","04003","36019","New York","Clinton County","Arizona","Cochise County",10,17,131346,82128,38.2989538008701
"23","04003","36067","New York","Onondaga County","Arizona","Cochise County",19,31,131346,467026,35.3529575037167
"24","04003","36077","New York","Otsego County","Arizona","Cochise County",4,6,131346,62259,36.3459684484463
"25","04013","36007","New York","Broome County","Arizona","Maricopa County",5,9,3817117,200600,37.7153523901814
"26","04013","36011","New York","Cayuga County","Arizona","Maricopa County",5,7,3817117,80026,37.1936330185327
"27","04013","36013","New York","Chautauqua County","Arizona","Maricopa County",13,20,3817117,134905,34.275716071474
"28","04013","36023","New York","Cortland County","Arizona","Maricopa County",6,6,3817117,49336,37.5763022397548
"29","04013","36029","New York","Erie County","Arizona","Maricopa County",45,51,3817117,919040,35.0001005574987
"30","04013","36035","New York","Fulton County","Arizona","Maricopa County",2,3,3817117,55531,39.3015097437122
"31","04013","36047","New York","Kings County","Arizona","Maricopa County",32,49,3817117,2504700,39.2235849487234
"32","04013","36049","New York","Lewis County","Arizona","Maricopa County",5,7,3817117,27087,38.4844042582793
"33","04013","36061","New York","New York County","Arizona","Maricopa County",48,59,3817117,1585873,39.2306345444402
"34","04013","36065","New York","Oneida County","Arizona","Maricopa County",3,4,3817117,234878,38.3532533475497
"35","04013","36071","New York","Orange County","Arizona","Maricopa County",6,12,3817117,372813,39.0256439749913
"36","04013","36075","New York","Oswego County","Arizona","Maricopa County",7,10,3817117,122109,37.6661303584416
"37","04013","36081","New York","Queens County","Arizona","Maricopa County",46,57,3817117,2230722,39.3373500263958
"38","04013","36083","New York","Rensselaer County","Arizona","Maricopa County",8,14,3817117,159429,40.0900226449661
"39","04013","36089","New York","St. Lawrence County","Arizona","Maricopa County",2,4,3817117,111944,39.0473275880866
"40","04013","36099","New York","Seneca County","Arizona","Maricopa County",5,7,3817117,35251,36.8935576378969
"41","04013","36103","New York","Suffolk County","Arizona","Maricopa County",4,6,3817117,1493350,40.5234481255539
"42","04013","36113","New York","Warren County","Arizona","Maricopa County",8,13,3817117,65707,39.9717577783232
"43","04013","36117","New York","Wayne County","Arizona","Maricopa County",2,3,3817117,93772,36.8203354195445
"44","04019","36015","New York","Chemung County","Arizona","Pima County",13,20,980263,88830,36.4413888378378
"45","04019","36067","New York","Onondaga County","Arizona","Pima County",18,30,980263,467026,37.2292822833288
"46","04027","36005","New York","Bronx County","Arizona","Yuma County",10,15,195751,1385108,40.859337931989
"47","05007","36009","New York","Cattaraugus County","Arkansas","Benton County",6,8,221339,80317,16.6607456866413
"48","05007","36103","New York","Suffolk County","Arkansas","Benton County",14,23,221339,1493350,22.0563304709082
"49","05015","36115","New York","Washington County","Arkansas","Carroll County",1,3,27446,63216,21.2821376716155
"50","05033","36097","New York","Schuyler County","Arkansas","Crawford County",34,49,61948,18343,18.6531580643644
"51","05119","36003","New York","Allegany County","Arkansas","Pulaski County",3,4,382748,48946,16.1276635611233
"52","05119","36035","New York","Fulton County","Arkansas","Pulaski County",19,24,382748,55531,19.7397971162286
"53","05119","36047","New York","Kings County","Arkansas","Pulaski County",15,23,382748,2504700,19.2753618215829
"54","05119","36065","New York","Oneida County","Arkansas","Pulaski County",14,23,382748,234878,18.8830542986487
"55","05119","36077","New York","Otsego County","Arkansas","Pulaski County",2,4,382748,62259,18.984477173529
"56","05119","36089","New York","St. Lawrence County","Arkansas","Pulaski County",3,4,382748,111944,19.7969486078045
"57","06001","36029","New York","Erie County","California","Alameda County",2,3,1510271,919040,43.4395559968112
"58","06001","36055","New York","Monroe County","California","Alameda County",7,12,1510271,744344,44.5981461907707
"59","06001","36061","New York","New York County","California","Alameda County",51,47,1510271,1585873,48.0497963814958
"60","06001","36081","New York","Queens County","California","Alameda County",25,29,1510271,2230722,48.1730212159302
"61","06007","36061","New York","New York County","California","Butte County",11,18,220000,1585873,47.6438100030111
"62","06019","36089","New York","St. Lawrence County","California","Fresno County",2,4,930450,111944,45.2469614764662
"63","06037","36005","New York","Bronx County","California","Los Angeles County",110,85,9818605,1385108,44.8566195320644
"64","06037","36029","New York","Erie County","California","Los Angeles County",5,8,9818605,919040,40.3437640412273
"65","06037","36039","New York","Greene County","California","Los Angeles County",12,13,9818605,49221,44.8206894173644
"66","06037","36047","New York","Kings County","California","Los Angeles County",149,68,9818605,2504700,44.7297435863252
"67","06037","36055","New York","Monroe County","California","Los Angeles County",18,22,9818605,744344,41.5352060563257
"68","06037","36059","New York","Nassau County","California","Los Angeles County",29,32,9818605,1339532,45.1045749068331
"69","06037","36061","New York","New York County","California","Los Angeles County",383,145,9818605,1585873,44.7303412819859
"70","06037","36063","New York","Niagara County","California","Los Angeles County",10,16,9818605,216469,40.4770048981621
"71","06037","36065","New York","Oneida County","California","Los Angeles County",7,6,9818605,234878,43.7154125399446
"72","06037","36081","New York","Queens County","California","Los Angeles County",96,67,9818605,2230722,44.8432975557424
"73","06037","36085","New York","Richmond County","California","Los Angeles County",27,46,9818605,468730,44.5334266140781
"74","06037","36089","New York","St. Lawrence County","California","Los Angeles County",2,3,9818605,111944,44.3452712072882
"75","06037","36093","New York","Schenectady County","California","Los Angeles County",14,21,9818605,154727,44.9828204910664
"76","06037","36103","New York","Suffolk County","California","Los Angeles County",51,39,9818605,1493350,46.0253857063243
"77","06037","36105","New York","Sullivan County","California","Los Angeles County",19,23,9818605,77547,44.0883692035391
"78","06037","36109","New York","Tompkins County","California","Los Angeles County",64,62,9818605,101564,42.5421395602756
"79","06037","36119","New York","Westchester County","California","Los Angeles County",64,68,9818605,949113,45.0000514073158
"80","06041","36061","New York","New York County","California","Marin County",11,17,252409,1585873,48.8548515100473
"81","06041","36103","New York","Suffolk County","California","Marin County",7,11,252409,1493350,50.1466917074012
"82","06059","36005","New York","Bronx County","California","Orange County",37,60,3010232,1385108,44.5048137494792
"83","06059","36059","New York","Nassau County","California","Orange County",8,12,3010232,1339532,44.7502658014028
"84","06059","36061","New York","New York County","California","Orange County",36,42,3010232,1585873,44.3776292919452
"85","06059","36079","New York","Putnam County","California","Orange County",5,9,3010232,99710,44.7035002452167
"86","06059","36087","New York","Rockland County","California","Orange County",13,20,3010232,311687,44.3860979358098
"87","06059","36095","New York","Schoharie County","California","Orange County",3,4,3010232,32749,44.2408116628138
"88","06059","36103","New York","Suffolk County","California","Orange County",4,14,3010232,1493350,45.6721897411196
"89","06059","36119","New York","Westchester County","California","Orange County",7,11,3010232,949113,44.6527954097725
"90","06061","36007","New York","Broome County","California","Placer County",8,14,348432,200600,45.0047054609416
"91","06065","36103","New York","Suffolk County","California","Riverside County",13,19,2189641,1493350,43.9024943352185
"92","06065","36111","New York","Ulster County","California","Riverside County",12,17,2189641,182493,42.522531160136
"93","06067","36029","New York","Erie County","California","Sacramento County",5,11,1418788,919040,42.7821294811746
"94","06067","36061","New York","New York County","California","Sacramento County",50,80,1418788,1585873,47.4315261181807
"95","06067","36119","New York","Westchester County","California","Sacramento County",7,12,1418788,949113,47.6675039759847
"96","06071","36067","New York","Onondaga County","California","San Bernardino County",3,5,2035210,467026,40.808854083515
"97","06071","36083","New York","Rensselaer County","California","San Bernardino County",10,15,2035210,159429,43.3883947646806
"98","06073","36001","New York","Albany County","California","San Diego County",14,22,3095313,304204,43.854028621463
"99","06073","36005","New York","Bronx County","California","San Diego County",53,67,3095313,1385108,43.6239476592483
"100","06073","36027","New York","Dutchess County","California","San Diego County",7,12,3095313,297488,43.9054283431177
"101","06073","36029","New York","Erie County","California","San Diego County",17,29,3095313,919040,39.2167728887219
"102","06073","36037","New York","Genesee County","California","San Diego County",3,5,3095313,60079,39.8447161303713
"103","06073","36047","New York","Kings County","California","San Diego County",14,22,3095313,2504700,43.4902990605894
"104","06073","36053","New York","Madison County","California","San Diego County",7,10,3095313,73442,42.2724409971886
"105","06073","36059","New York","Nassau County","California","San Diego County",42,35,3095313,1339532,43.8664624271928
"106","06073","36061","New York","New York County","California","San Diego County",96,67,3095313,1585873,43.4957673798537
"107","06073","36081","New York","Queens County","California","San Diego County",13,17,3095313,2230722,43.6040344847115
"108","06073","36103","New York","Suffolk County","California","San Diego County",5,10,3095313,1493350,44.7893753167359
"109","06075","36005","New York","Bronx County","California","San Francisco County",10,17,805235,1385108,48.6863760469658
"110","06075","36047","New York","Kings County","California","San Francisco County",117,77,805235,2504700,48.5763287313917
"111","06075","36059","New York","Nassau County","California","San Francisco County",12,18,805235,1339532,48.9461755067266
"112","06075","36061","New York","New York County","California","San Francisco County",143,103,805235,1585873,48.5652649849133
"113","06075","36067","New York","Onondaga County","California","San Francisco County",10,16,805235,467026,46.5423618927555
"114","06075","36075","New York","Oswego County","California","San Francisco County",9,13,805235,122109,46.5820971073773
"115","06075","36109","New York","Tompkins County","California","San Francisco County",10,16,805235,101564,46.2058252853705
"116","06075","36119","New York","Westchester County","California","San Francisco County",53,46,805235,949113,48.8058167833672
"117","06077","36055","New York","Monroe County","California","San Joaquin County",9,15,685306,744344,43.9213237158021
"118","06077","36101","New York","Steuben County","California","San Joaquin County",3,4,685306,98990,44.1010250431439
"119","06081","36029","New York","Erie County","California","San Mateo County",12,20,718451,919040,43.8997952948938
"120","06081","36039","New York","Greene County","California","San Mateo County",11,18,718451,49221,48.4752171302258
"121","06081","36059","New York","Nassau County","California","San Mateo County",55,58,718451,1339532,48.8813708969632
"122","06081","36061","New York","New York County","California","San Mateo County",96,106,718451,1585873,48.5009360689305
"123","06081","36081","New York","Queens County","California","San Mateo County",16,26,718451,2230722,48.6236818771041
"124","06081","36103","New York","Suffolk County","California","San Mateo County",12,19,718451,1493350,49.7938815459342
"125","06085","36007","New York","Broome County","California","Santa Clara County",12,20,1781642,200600,46.1405517524514
"126","06085","36029","New York","Erie County","California","Santa Clara County",16,28,1781642,919040,43.2708923129794
"127","06085","36055","New York","Monroe County","California","Santa Clara County",17,25,1781642,744344,44.4335805109534
"128","06085","36081","New York","Queens County","California","Santa Clara County",5,8,1781642,2230722,47.9798785314731
"129","06085","36099","New York","Seneca County","California","Santa Clara County",10,16,1781642,35251,45.2142475499807
"130","06085","36103","New York","Suffolk County","California","Santa Clara County",34,29,1781642,1493350,49.1511032293663
"131","06085","36109","New York","Tompkins County","California","Santa Clara County",21,32,1781642,101564,45.5228389804092
"132","06093","36061","New York","New York County","California","Siskiyou County",12,19,44900,1585873,48.577537775521
"133","06097","36113","New York","Warren County","California","Sonoma County",11,17,483878,65707,49.334215022018
"134","06109","36025","New York","Delaware County","California","Tuolumne County",5,7,55365,47980,45.1811787551006
"135","06111","36047","New York","Kings County","California","Ventura County",8,14,823318,2504700,45.5623476117352
"136","06111","36061","New York","New York County","California","Ventura County",18,29,823318,1585873,45.5622189220252
"137","06111","36119","New York","Westchester County","California","Ventura County",12,18,823318,949113,45.830142684735
"138","08001","36009","New York","Cattaraugus County","Colorado","Adams County",7,10,441603,80317,25.7686307487053
"139","08001","36095","New York","Schoharie County","Colorado","Adams County",6,10,441603,32749,30.0186743897863
"140","08005","36119","New York","Westchester County","Colorado","Arapahoe County",11,16,572003,949113,30.6218019594803
"141","08013","36059","New York","Nassau County","Colorado","Boulder County",9,16,294567,1339532,31.7789959730706
"142","08013","36061","New York","New York County","Colorado","Boulder County",30,35,294567,1585873,31.3957655604891
"143","08031","36029","New York","Erie County","Colorado","Denver County",22,29,600158,919040,26.2680874999375
"144","08031","36047","New York","Kings County","Colorado","Denver County",50,75,600158,2504700,30.938363232543
"145","08031","36059","New York","Nassau County","Colorado","Denver County",27,37,600158,1339532,31.305767602221
"146","08031","36061","New York","New York County","Colorado","Denver County",53,42,600158,1585873,30.9231096352377
"147","08031","36103","New York","Suffolk County","Colorado","Denver County",15,24,600158,1493350,32.2125939859319
"148","08031","36113","New York","Warren County","Colorado","Denver County",4,8,600158,65707,31.2619897453396
"149","08031","36119","New York","Westchester County","Colorado","Denver County",9,14,600158,949113,31.1538847774875
"150","08035","36051","New York","Livingston County","Colorado","Douglas County",16,25,285465,65393,27.3658957590349
"151","08041","36065","New York","Oneida County","Colorado","El Paso County",13,20,622263,234878,29.4220741543447
"152","08041","36103","New York","Suffolk County","Colorado","El Paso County",13,21,622263,1493350,31.9100728327906
"153","08041","36119","New York","Westchester County","Colorado","El Paso County",14,16,622263,949113,30.8594794976454
"154","08059","36059","New York","Nassau County","Colorado","Jefferson County",15,25,534543,1339532,31.6857066158342
"155","08059","36111","New York","Ulster County","Colorado","Jefferson County",4,9,534543,182493,31.0773080638186
"156","08069","36003","New York","Allegany County","Colorado","Larimer County",2,4,299630,48946,27.4796781569591
"157","08069","36007","New York","Broome County","Colorado","Larimer County",2,6,299630,200600,29.6791426269586
"158","08075","36005","New York","Bronx County","Colorado","Logan County",7,12,22709,1385108,29.2572915612183
"159","08097","36061","New York","New York County","Colorado","Pitkin County",9,16,17148,1585873,32.9836225332831
"160","08117","36067","New York","Onondaga County","Colorado","Summit County",12,18,27994,467026,30.1110977602924
"161","08123","36031","New York","Essex County","Colorado","Weld County",6,8,252825,39370,30.8263422653373
"162","09001","36001","New York","Albany County","Connecticut","Fairfield County",23,26,916829,304204,1.50134948512815
"163","09001","36005","New York","Bronx County","Connecticut","Fairfield County",2494,366,916829,1385108,0.611051330241672
"164","09001","36015","New York","Chemung County","Connecticut","Fairfield County",9,14,916829,88830,3.51051178503264
"165","09001","36021","New York","Columbia County","Connecticut","Fairfield County",57,42,916829,63096,1.05773932754335
"166","09001","36027","New York","Dutchess County","Connecticut","Fairfield County",2288,283,916829,297488,0.655692563605046
"167","09001","36029","New York","Erie County","Connecticut","Fairfield County",16,26,916829,919040,5.62159423916359
"168","09001","36039","New York","Greene County","Connecticut","Fairfield County",12,19,916829,49221,1.29249094514471
"169","09001","36043","New York","Herkimer County","Connecticut","Fairfield County",7,9,916829,64519,2.71092367282752
"170","09001","36047","New York","Kings County","Connecticut","Fairfield County",1021,216,916829,2504700,0.827079312584077
"171","09001","36053","New York","Madison County","Connecticut","Fairfield County",22,24,916829,73442,2.85160342226214
"172","09001","36055","New York","Monroe County","Connecticut","Fairfield County",26,28,916829,744344,4.78655916844341
"173","09001","36057","New York","Montgomery County","Connecticut","Fairfield County",2,4,916829,50219,1.98873149249724
"174","09001","36059","New York","Nassau County","Connecticut","Fairfield County",1174,234,916829,1339532,0.537406331866847
"175","09001","36061","New York","New York County","Connecticut","Fairfield County",4569,431,916829,1585873,0.749257857091765
"176","09001","36065","New York","Oneida County","Connecticut","Fairfield County",21,19,916829,234878,2.8861984417331
"177","09001","36067","New York","Onondaga County","Connecticut","Fairfield County",11,19,916829,467026,3.33813908918597
"178","09001","36069","New York","Ontario County","Connecticut","Fairfield County",14,20,916829,107931,4.25253400264007
"179","09001","36071","New York","Orange County","Connecticut","Fairfield County",463,166,916829,372813,0.951010333266179
"180","09001","36075","New York","Oswego County","Connecticut","Fairfield County",4,6,916829,122109,3.61442693072822
"181","09001","36077","New York","Otsego County","Connecticut","Fairfield County",30,42,916829,62259,2.1782979300288
"182","09001","36079","New York","Putnam County","Connecticut","Fairfield County",2538,332,916829,99710,0.428720877755043
"183","09001","36081","New York","Queens County","Connecticut","Fairfield County",2300,365,916829,2230722,0.735285198966615
"184","09001","36085","New York","Richmond County","Connecticut","Fairfield County",104,71,916829,468730,1.0136430300928
"185","09001","36087","New York","Rockland County","Connecticut","Fairfield County",1085,199,916829,311687,0.656902793696645
"186","09001","36089","New York","St. Lawrence County","Connecticut","Fairfield County",2,3,916829,111944,3.68573811915162
"187","09001","36091","New York","Saratoga County","Connecticut","Fairfield County",10,15,916829,219607,1.9458320749544
"188","09001","36097","New York","Schuyler County","Connecticut","Fairfield County",2,4,916829,18343,3.69378419897383
"189","09001","36099","New York","Seneca County","Connecticut","Fairfield County",3,4,916829,35251,3.78705434260239
"190","09001","36103","New York","Suffolk County","Connecticut","Fairfield County",389,118,916829,1493350,0.742621512087809
"191","09001","36105","New York","Sullivan County","Connecticut","Fairfield County",23,20,916829,77547,1.48086872299449
"192","09001","36109","New York","Tompkins County","Connecticut","Fairfield County",14,22,916829,101564,3.33629847581663
"193","09001","36111","New York","Ulster County","Connecticut","Fairfield County",154,76,916829,182493,1.1078048317639
"194","09001","36113","New York","Warren County","Connecticut","Fairfield County",18,31,916829,65707,2.38377914788817
"195","09001","36119","New York","Westchester County","Connecticut","Fairfield County",17654,1001,916829,949113,0.389185908934298
"196","09003","36001","New York","Albany County","Connecticut","Hartford County",26,41,894014,304204,1.4728949089278
"197","09003","36005","New York","Bronx County","Connecticut","Hartford County",80,66,894014,1385108,1.47348711643184
"198","09003","36017","New York","Chenango County","Connecticut","Hartford County",7,7,894014,50477,2.9595952637377
"199","09003","36021","New York","Columbia County","Connecticut","Hartford County",26,21,894014,63096,1.00251895227727
"200","09003","36027","New York","Dutchess County","Connecticut","Hartford County",82,71,894014,297488,1.01086137082326
"201","09003","36043","New York","Herkimer County","Connecticut","Hartford County",4,6,894014,64519,2.75209573042168
"202","09003","36045","New York","Jefferson County","Connecticut","Hartford County",3,5,894014,116229,3.97796815722823
"203","09003","36047","New York","Kings County","Connecticut","Hartford County",127,88,894014,2504700,1.68988672498745
"204","09003","36053","New York","Madison County","Connecticut","Hartford County",63,99,894014,73442,3.13830210196073
"205","09003","36059","New York","Nassau County","Connecticut","Hartford County",14,15,894014,1339532,1.3715526167861
"206","09003","36061","New York","New York County","Connecticut","Hartford County",329,181,894014,1585873,1.61099349850423
"207","09003","36065","New York","Oneida County","Connecticut","Hartford County",5,7,894014,234878,3.0604470500427
"208","09003","36067","New York","Onondaga County","Connecticut","Hartford County",45,39,894014,467026,3.66367885290442
"209","09003","36071","New York","Orange County","Connecticut","Hartford County",3,11,894014,372813,1.62385341020645
"210","09003","36079","New York","Putnam County","Connecticut","Hartford County",12,14,894014,99710,1.08528161659689
"211","09003","36081","New York","Queens County","Connecticut","Hartford County",163,90,894014,2230722,1.59472151851983
"212","09003","36083","New York","Rensselaer County","Connecticut","Hartford County",11,17,894014,159429,1.19243010740082
"213","09003","36087","New York","Rockland County","Connecticut","Hartford County",9,15,894014,311687,1.44741975692535
"214","09003","36091","New York","Saratoga County","Connecticut","Hartford County",62,54,894014,219607,1.72388912749022
"215","09003","36093","New York","Schenectady County","Connecticut","Hartford County",20,27,894014,154727,1.66766075142309
"216","09003","36099","New York","Seneca County","Connecticut","Hartford County",2,2,894014,35251,4.20543792447648
"217","09003","36103","New York","Suffolk County","Connecticut","Hartford County",90,55,894014,1493350,0.8672683028693
"218","09003","36111","New York","Ulster County","Connecticut","Hartford County",43,46,894014,182493,1.52791278824821
"219","09003","36113","New York","Warren County","Connecticut","Hartford County",5,6,894014,65707,2.07788050101293
"220","09003","36119","New York","Westchester County","Connecticut","Hartford County",213,125,894014,949113,1.21262710011832
"221","09005","36017","New York","Chenango County","Connecticut","Litchfield County",6,9,189927,50477,2.46791082899665
"222","09005","36021","New York","Columbia County","Connecticut","Litchfield County",379,154,189927,63096,0.598989436755912
"223","09005","36027","New York","Dutchess County","Connecticut","Litchfield County",922,199,189927,297488,0.49828924147563
"224","09005","36059","New York","Nassau County","Connecticut","Litchfield County",13,22,189927,1339532,1.11359201323274
"225","09005","36061","New York","New York County","Connecticut","Litchfield County",60,51,189927,1585873,1.24964742917629
"226","09005","36077","New York","Otsego County","Connecticut","Litchfield County",9,14,189927,62259,1.97537607783898
"227","09005","36079","New York","Putnam County","Connecticut","Litchfield County",64,61,189927,99710,0.622929713197204
"228","09005","36081","New York","Queens County","Connecticut","Litchfield County",279,135,189927,2230722,1.28078092472906
"229","09005","36103","New York","Suffolk County","Connecticut","Litchfield County",4,6,189927,1493350,1.01963474222568
"230","09005","36119","New York","Westchester County","Connecticut","Litchfield County",35,26,189927,949113,0.817943229715442
"231","09007","36005","New York","Bronx County","Connecticut","Middlesex County",12,18,165676,1385108,1.4533986048091
"232","09007","36007","New York","Broome County","Connecticut","Middlesex County",9,14,165676,200600,3.37524678658034
"233","09007","36025","New York","Delaware County","Connecticut","Middlesex County",39,46,165676,47980,2.55962196517854
"234","09007","36027","New York","Dutchess County","Connecticut","Middlesex County",7,12,165676,297488,1.2635343266359
"235","09007","36047","New York","Kings County","Connecticut","Middlesex County",31,29,165676,2504700,1.63652748804666
"236","09007","36061","New York","New York County","Connecticut","Middlesex County",13,20,165676,1585873,1.59053460064328
"237","09007","36071","New York","Orange County","Connecticut","Middlesex County",11,17,165676,372813,1.78275580117697
"238","09007","36081","New York","Queens County","Connecticut","Middlesex County",32,38,165676,2230722,1.52843154309228
"239","09007","36087","New York","Rockland County","Connecticut","Middlesex County",12,20,165676,311687,1.52740865436382
"240","09007","36119","New York","Westchester County","Connecticut","Middlesex County",13,17,165676,949113,1.26260360975664
"241","09009","36001","New York","Albany County","Connecticut","New Haven County",24,38,862477,304204,1.64885240441938
"242","09009","36005","New York","Bronx County","Connecticut","New Haven County",56,60,862477,1385108,1.07620825610782
"243","09009","36007","New York","Broome County","Connecticut","New Haven County",10,16,862477,200600,3.03040399155489
"244","09009","36009","New York","Cattaraugus County","Connecticut","New Haven County",12,14,862477,80317,5.84862270790819
"245","09009","36027","New York","Dutchess County","Connecticut","New Haven County",129,87,862477,297488,0.940201977108703
"246","09009","36047","New York","Kings County","Connecticut","New Haven County",97,63,862477,2504700,1.2703126654598
"247","09009","36051","New York","Livingston County","Connecticut","New Haven County",4,6,862477,65393,5.06696396129268
"248","09009","36055","New York","Monroe County","Connecticut","New Haven County",24,26,862477,744344,5.16665943367555
"249","09009","36059","New York","Nassau County","Connecticut","New Haven County",41,33,862477,1339532,0.922195598247676
"250","09009","36061","New York","New York County","Connecticut","New Haven County",340,151,862477,1585873,1.21440350853624
"251","09009","36071","New York","Orange County","Connecticut","New Haven County",63,62,862477,372813,1.40671579304731
"252","09009","36077","New York","Otsego County","Connecticut","New Haven County",2,4,862477,62259,2.48991530643902
"253","09009","36079","New York","Putnam County","Connecticut","New Haven County",70,60,862477,99710,0.853212211357183
"254","09009","36081","New York","Queens County","Connecticut","New Haven County",281,175,862477,2230722,1.16598612178952
"255","09009","36083","New York","Rensselaer County","Connecticut","New Haven County",43,49,862477,159429,1.49251416069002
"256","09009","36085","New York","Richmond County","Connecticut","New Haven County",19,21,862477,468730,1.46705086461753
"257","09009","36087","New York","Rockland County","Connecticut","New Haven County",43,44,862477,311687,1.14125615034936
"258","09009","36103","New York","Suffolk County","Connecticut","New Haven County",118,71,862477,1493350,0.461325410814543
"259","09009","36109","New York","Tompkins County","Connecticut","New Haven County",14,19,862477,101564,3.74019679892633
"260","09009","36113","New York","Warren County","Connecticut","New Haven County",7,11,862477,65707,2.4059945452044
"261","09009","36119","New York","Westchester County","Connecticut","New Haven County",356,137,862477,949113,0.876047509883457
"262","09011","36019","New York","Clinton County","Connecticut","New London County",4,7,274055,82128,3.63661176927174
"263","09011","36023","New York","Cortland County","Connecticut","New London County",3,4,274055,49336,4.12120989203849
"264","09011","36025","New York","Delaware County","Connecticut","New London County",3,5,274055,47980,2.95198857802284
"265","09011","36045","New York","Jefferson County","Connecticut","New London County",6,11,274055,116229,4.68819794689337
"266","09011","36047","New York","Kings County","Connecticut","New London County",573,213,274055,2504700,2.02291755407066
"267","09011","36059","New York","Nassau County","Connecticut","New London County",19,30,274055,1339532,1.65143763763589
"268","09011","36061","New York","New York County","Connecticut","New London County",88,70,274055,1585873,1.98777755825433
"269","09011","36067","New York","Onondaga County","Connecticut","New London County",12,19,274055,467026,4.36823769213948
"270","09011","36079","New York","Putnam County","Connecticut","New London County",9,14,274055,99710,1.64350695996563
"271","09011","36081","New York","Queens County","Connecticut","New London County",191,74,274055,2230722,1.91201388200332
"272","09011","36093","New York","Schenectady County","Connecticut","New London County",13,21,274055,154727,2.37417873391038
"273","09011","36103","New York","Suffolk County","Connecticut","New London County",26,30,274055,1493350,0.782275558557027
"274","09011","36119","New York","Westchester County","Connecticut","New London County",118,84,274055,949113,1.67680453078967
"275","09013","36027","New York","Dutchess County","Connecticut","Tolland County",24,26,152691,297488,1.4092407120783
"276","09013","36047","New York","Kings County","Connecticut","Tolland County",12,18,152691,2504700,2.02338372060508
"277","09013","36059","New York","Nassau County","Connecticut","Tolland County",22,27,152691,1339532,1.67956610671027
"278","09013","36061","New York","New York County","Connecticut","Tolland County",99,86,152691,1585873,1.95845609018633
"279","09013","36067","New York","Onondaga County","Connecticut","Tolland County",9,13,152691,467026,4.02612102718025
"280","09013","36071","New York","Orange County","Connecticut","Tolland County",8,15,152691,372813,2.02048345281113
"281","09013","36119","New York","Westchester County","Connecticut","Tolland County",13,22,152691,949113,1.58194868312746
"282","09015","36005","New York","Bronx County","Connecticut","Windham County",19,29,118428,1385108,2.10770199406812
"283","09015","36017","New York","Chenango County","Connecticut","Windham County",6,9,118428,50477,3.6843238207955
"284","09015","36025","New York","Delaware County","Connecticut","Windham County",3,5,118428,47980,3.0016295695253
"285","09015","36081","New York","Queens County","Connecticut","Windham County",35,44,118428,2230722,2.19138400021806
"286","09015","36115","New York","Washington County","Connecticut","Windham County",5,7,118428,63216,2.06985983548115
"287","09015","36117","New York","Wayne County","Connecticut","Windham County",3,6,118428,93772,5.27705769717723
"288","10001","36075","New York","Oswego County","Delaware","Kent County",20,31,162310,122109,4.42431024115817
"289","10001","36081","New York","Queens County","Delaware","Kent County",52,51,162310,2230722,2.28328500313745
"290","10001","36103","New York","Suffolk County","Delaware","Kent County",7,12,162310,1493350,3.36913486042984
"291","10003","36005","New York","Bronx County","Delaware","New Castle County",33,47,538479,1385108,2.19194427375978
"292","10003","36011","New York","Cayuga County","Delaware","New Castle County",3,4,538479,80026,3.55718249763802
